OBJECTID,STATE,COUNTY,TRACT,TRACT_NO,FIPS,tract_string,statename,countyname,Mean_UHI_2017,Mean_TWI_2014,Carbon_Lbs_Tract,Carbon_Lbs_Acre,Index_UHI_TWI,Shape__Area,Shape__Length
16,41,051,002401,24.01,41051002401,41051002401,Oregon,Multnomah County,-0.480788736740324,8.11477424944761,8320488.88946244,39959.0559213594,0.189913733638649,9070295.42236328,12591.5297788094
17,41,051,002402,24.02,41051002402,41051002402,Oregon,Multnomah County,3.2092241023137,8.22647807548469,4848068.13119,22343.7140183251,1.43267884903764,9451509.58789063,13794.8816235214
18,41,051,002501,25.01,41051002501,41051002501,Oregon,Multnomah County,0.369083074053476,9.69531536125639,9807024.84106599,29657.2036923473,1.96041002576667,14404390.6879883,15280.364845271
19,41,051,002502,25.02,41051002502,41051002502,Oregon,Multnomah County,1.76522729367626,8.09458140980813,7160024.44660477,26359.2588850214,0.862170059607679,11832298.9160156,14095.1707280986
20,41,051,002600,26,41051002600,41051002600,Oregon,Multnomah County,1.01427193465119,8.64010818212976,6555316.37431779,26058.0075043157,1.15173041621164,10958226.4458008,15430.2256810581
21,41,051,002701,27.01,41051002701,41051002701,Oregon,Multnomah County,1.6724335452703,7.90491135594018,5187959.19639793,23004.1086462065,0.652535421995881,9823787.42138672,12764.6590212227
22,41,051,002702,27.02,41051002702,41051002702,Oregon,Multnomah County,3.27586081551954,7.76362638687929,3768028.28448711,17793.8975825405,1.01134530370746,9224246.06787109,14113.6429845962
23,41,051,002801,28.01,41051002801,41051002801,Oregon,Multnomah County,3.22102619013758,7.80460734973423,3987048.29397157,17596.7015022876,1.03358361538248,9869793.17480469,12838.9865362538
24,41,051,002802,28.02,41051002802,41051002802,Oregon,Multnomah County,3.14054696956544,8.87617281416374,5504732.05981562,22672.8234283545,2.03174950838568,10575925.7880859,13987.215096771
25,41,051,002901,29.01,41051002901,41051002901,Oregon,Multnomah County,2.84323682706773,8.07468845770209,6737196.30815077,17751.146194805,1.17509146804935,16532579.3227539,18533.6156292211
26,41,051,002902,29.02,41051002902,41051002902,Oregon,Multnomah County,1.9875483971474,9.02866800741458,13004670.1102915,20871.3853415567,1.82232511492106,27141627.0424805,26255.5827066752
27,41,051,003000,30,41051003000,41051003000,Oregon,Multnomah County,1.83833265856886,8.19698568331619,8617025.5932387,21365.7729737776,0.982436543815659,17568172.550293,18600.3935825279
28,41,051,003100,31,41051003100,41051003100,Oregon,Multnomah County,2.14618218370548,7.71578848604415,6436003.68967366,20271.8191696329,0.617857660149027,13829655.9941406,16968.9506292009
29,41,051,003200,32,41051003200,41051003200,Oregon,Multnomah County,1.86024992121091,8.10393118282844,5911054.38917565,20886.2168243758,0.900352417611571,12328010.4604492,16389.5429332959
30,41,051,003301,33.01,41051003301,41051003301,Oregon,Multnomah County,2.73735822304486,7.65569875532618,2932011.55851418,16007.7871613322,0.742513457175283,7978517.38037109,11285.9350867367
31,41,051,003302,33.02,41051003302,41051003302,Oregon,Multnomah County,1.82146611908818,8.63265663127863,3606266.0000576,20775.2785825277,1.39314652668265,7561339.03613281,11151.3234973999
32,41,051,003401,34.01,41051003401,41051003401,Oregon,Multnomah County,2.72322645367316,8.03594161576952,4085133.18709495,17325.4644562809,1.10115233041101,10270915.3813477,13024.1987299409
33,41,051,003402,34.02,41051003402,41051003402,Oregon,Multnomah County,2.27407988968429,8.20731966314228,3506549.99426798,18353.9784242388,1.12646522287113,8322190.07714844,11973.7191187948
34,41,051,003501,35.01,41051003501,41051003501,Oregon,Multnomah County,1.54675335561322,7.23844919810638,8221747.67121965,25885.0732490587,-0.022383149634107,13835745.4375,16745.9532944923
35,41,051,003502,35.02,41051003502,41051003502,Oregon,Multnomah County,1.09432657074111,6.9743065894305,8161066.12076702,27250.8405315652,-0.413839816868413,13045322.4790039,17810.0993290054
36,41,051,003601,36.01,41051003601,41051003601,Oregon,Multnomah County,3.07239590479323,8.22394863437053,6323347.11751855,15666.7037774789,1.38813571269852,17581552.034668,18407.3775576363
37,41,051,003602,36.02,41051003602,41051003602,Oregon,Multnomah County,1.7094421448696,8.35031503475677,11381200.2766816,20789.484306111,1.08912431481684,23846912.9418945,20977.9128356783
38,41,051,003603,36.03,41051003603,41051003603,Oregon,Multnomah County,1.8726007121883,8.11066817654681,4414795.13373749,19395.2075585621,0.91058645492811,9915256.2734375,14995.165873733
39,41,051,003701,37.01,41051003701,41051003701,Oregon,Multnomah County,3.25041585081892,8.57708381861896,5747807.66829827,15759.8602598688,1.78005907392752,15886845.8891602,16144.2250382977
46,41,051,005100,51,41051005100,41051005100,Oregon,Multnomah County,3.09095942452365,9.20062872385988,2854498.2203376,8150.12274878037,2.32621608421477,15256448.3393555,17489.3455508079
47,41,051,005200,52,41051005200,41051005200,Oregon,Multnomah County,2.67002908058112,7.47887938000771,3331678.23583409,21509.1953165589,0.5529867968122,6747248.33203125,11010.5876881476
51,41,051,005500,55,41051005500,41051005500,Oregon,Multnomah County,-1.08039495527601,6.15801765786433,3405047.50414873,36847.4489050718,-1.8626728007615,4025349.171875,10215.0456781054
52,41,051,005600,56,41051005600,41051005600,Oregon,Multnomah County,1.21574830488725,6.86077183216542,3285615.66186467,27023.9047825428,-0.484838195874788,5296103.59326172,9717.26606067317
53,41,051,005700,57,41051005700,41051005700,Oregon,Multnomah County,1.55937462228433,7.21807159290924,6307929.25945001,16518.8489215493,-0.037950152018158,16633929.1523438,16557.541447418
54,41,051,005800,58,41051005800,41051005800,Oregon,Multnomah County,-6.03893594669573,4.8758467815524,83571316.9116777,88997.0842157679,-4.61336802133339,40904330.1162109,45659.4417679071
55,41,051,005900,59,41051005900,41051005900,Oregon,Multnomah County,0.420835863533667,7.3409086103501,20171265.2726596,24641.9586185723,-0.271234951392849,35657076.3623047,36506.206916832
62,41,051,009605,96.05,41051009605,41051009605,Oregon,Multnomah County,3.3740859102847,8.19121172035414,15305290.1649051,23371.7293790575,1.44977246958907,28525846.4121094,21620.1998131515
68,41,051,007300,73,41051007300,41051007300,Oregon,Multnomah County,3.20240985180557,11.9775974437237,65405915.9040812,8478.02929540599,5.01149910845943,336054671.871094,98150.2208759077
69,41,051,009604,96.04,41051009604,41051009604,Oregon,Multnomah County,4.59599599284017,9.02802800294743,8915674.49607804,16059.6030578527,2.62483729325161,24182835.2124023,24758.5137606874
70,41,051,010500,105,41051010500,41051010500,Oregon,Multnomah County,-10.0371689862482,6.11421126412847,1372674751.92387,73085.0354751562,-4.66222090851837,5352665072.4834,436164.420858993
73,41,051,003702,37.02,41051003702,41051003702,Oregon,Multnomah County,1.64051099550926,8.39932292214553,5549812.95725667,26453.8306272846,1.11468511899614,9138556.41748047,12203.4287800376
74,41,051,003801,38.01,41051003801,41051003801,Oregon,Multnomah County,2.50229277721671,8.34155855175404,5402993.07781389,17672.7192461508,1.32487842093022,13317381.8100586,15499.1674175311
75,41,051,003802,38.02,41051003802,41051003802,Oregon,Multnomah County,3.13104652758055,7.96354114521317,3319971.84570067,12117.2621728334,1.15760192220778,11934870.3862305,14315.9581370672
76,41,051,003803,38.03,41051003803,41051003803,Oregon,Multnomah County,2.22341046615857,8.19845282776724,5494973.00977872,18063.6097519849,1.10239993762849,13251005.8295898,15329.5314901416
77,41,051,003901,39.01,41051003901,41051003901,Oregon,Multnomah County,1.48873820807519,8.43564925001319,16648447.2077074,26714.5872161227,1.10263339635982,27146452.6860352,22593.0626748699
78,41,051,003902,39.02,41051003902,41051003902,Oregon,Multnomah County,1.32554335792225,7.82116498093162,5839260.62913216,20887.7575227381,0.465783792885734,12177380.0756836,21717.1355638504
79,41,051,004001,40.01,41051004001,41051004001,Oregon,Multnomah County,1.81336006190717,8.44192465709141,10147812.0739527,22345.5979157259,1.20857291160193,19781911.4360352,21514.5775603932
80,41,051,004002,40.02,41051004002,41051004002,Oregon,Multnomah County,1.10904102206797,7.50877464898192,14214530.0414336,18266.0661126577,0.100908087208604,33898095.2363281,24817.2971645989
81,41,051,004101,41.01,41051004101,41051004101,Oregon,Multnomah County,2.37228679292149,8.21768683372685,40329551.0128684,20826.280256495,1.166599232323,84352798.8012695,48893.8957401625
82,41,051,004102,41.02,41051004102,41051004102,Oregon,Multnomah County,1.46395713716395,7.51995015072751,12448274.3536486,23263.860730838,0.220852758641924,23308546.4682617,20713.2582715213
83,41,051,004200,42,41051004200,41051004200,Oregon,Multnomah County,2.74542017652356,7.54643099881801,7700523.52381101,13463.2836884731,0.640685770771697,24914781.0131836,25267.7873686992
84,41,051,980000,9800,41051980000,41051980000,Oregon,Multnomah County,3.84815016837388,8.84673609529134,10013366.6114632,7141.26690443605,2.22151461055288,61079105.7338867,42306.9397023065
85,41,051,004500,45,41051004500,41051004500,Oregon,Multnomah County,2.67212320128751,7.50172496584888,8934757.32246522,21237.5148667635,0.575440566116827,18325965.8544922,30633.4406680054
86,41,051,004601,46.01,41051004601,41051004601,Oregon,Multnomah County,-7.48956618661743,5.20827456431316,97556810.3456182,110784.845406359,-4.74266273031857,38358803.4545898,28247.4125086067
87,41,051,004602,46.02,41051004602,41051004602,Oregon,Multnomah County,-6.22140655808776,5.36206988565624,29036728.3769121,82951.5469510184,-4.2053879647859,15247934.3745117,24079.7219224528
88,41,051,004700,47,41051004700,41051004700,Oregon,Multnomah County,1.12282880471677,7.44102595249812,4428773.53416775,25429.8165305599,0.0404785433926395,7586266.27099609,16660.4372928485
89,41,051,004800,48,41051004800,41051004800,Oregon,Multnomah County,2.12298252372394,8.04054915100738,1898171.67222518,25859.8663975991,0.920739812482264,3197400.37304688,8490.33233268522
90,41,051,004900,49,41051004900,41051004900,Oregon,Multnomah County,3.15626585913486,8.29823254112669,2867248.14227664,21269.5898796074,1.48487209020566,5872107.34033203,15452.4955052945
91,41,051,005000,50,41051005000,41051005000,Oregon,Multnomah County,4.20414657685702,9.20032577332345,1423462.5426706,7766.34586319085,2.66866957706781,7983937.5,15714.9068713695
96,41,051,006300,63,41051006300,41051006300,Oregon,Multnomah County,-7.38019619662064,5.89043648484486,210801400.640069,98158.656349994,-4.05777854636826,93547611.6083984,44591.7976331409
97,41,051,006402,64.02,41051006402,41051006402,Oregon,Multnomah County,-5.40788208795348,5.93930300786675,131376098.234296,91674.582593579,-3.40386726248469,62424523.5209961,39150.4581856001
98,41,051,006801,68.01,41051006801,41051006801,Oregon,Multnomah County,-2.75572104444969,6.83677042034728,21923972.8294009,62424.3421891711,-1.73053878515903,15298649.6171875,15320.1632917225
99,41,051,007400,74,41051007400,41051007400,Oregon,Multnomah County,1.64143620705118,8.50085469345462,7823663.10278531,21789.3076961392,1.21189491470509,15640640.0361328,18685.3852058619
100,41,051,007500,75,41051007500,41051007500,Oregon,Multnomah County,2.04250731621122,8.70227204915481,10427357.4531346,19545.3156855186,1.5276603263929,23239104.5576172,22150.8581487804
101,41,051,007600,76,41051007600,41051007600,Oregon,Multnomah County,2.6680321333239,8.65152862843247,6268595.8340342,15871.8284975415,1.67181411287708,17204067.0415039,17297.0803479103
102,41,051,007700,77,41051007700,41051007700,Oregon,Multnomah County,3.911859185846,8.12103956517501,3625605.13383773,13344.3334372797,1.54836097096212,11835086.4003906,17980.5907775867
103,41,051,007900,79,41051007900,41051007900,Oregon,Multnomah County,2.53545559394152,8.11335474864464,8889992.48485132,17840.5384775705,1.11723960482465,21706072.4501953,20251.3605890685
104,41,051,008001,80.01,41051008001,41051008001,Oregon,Multnomah County,1.88826583757335,7.63565756074858,8640668.60611158,24340.3335383145,0.461951871627329,15463530.0390625,16705.8179000872
105,41,051,008002,80.02,41051008002,41051008002,Oregon,Multnomah County,2.83117506124206,8.15135502177764,6501024.95735447,19797.193185271,1.24456567421859,14304280.8779297,15748.2910868312
106,41,051,008100,81,41051008100,41051008100,Oregon,Multnomah County,3.88505185310786,8.64574983652443,13128443.8104667,18924.6262837568,2.04100955804777,30218559.4248047,24554.149814341
107,41,051,008201,82.01,41051008201,41051008201,Oregon,Multnomah County,4.60892251696371,9.81975833325794,7157163.22640069,13739.8487875061,3.38462411307091,22690642.2944336,21970.5701395152
108,41,051,008202,82.02,41051008202,41051008202,Oregon,Multnomah County,3.8236978919873,8.73369419975125,13316376.8894476,22713.7339316341,2.10607312203283,25537910.3696289,22705.8256782708
109,41,051,006802,68.02,41051006802,41051006802,Oregon,Multnomah County,-3.01583262984317,6.503540960152,31683905.2752545,57598.8819052777,-2.12873506609026,23961415.5556641,23613.3289658858
110,41,051,006900,69,41051006900,41051006900,Oregon,Multnomah County,-7.05172178882958,5.25612351149794,109675561.858978,93753.1367677298,-4.56217556235641,50957941.777832,33895.5557015215
111,41,051,007000,70,41051007000,41051007000,Oregon,Multnomah County,-9.22671068910299,5.39434144811354,985685603.161717,110752.40035888,-5.09989322479608,387679720.326172,151817.391899473
112,41,051,007201,72.01,41051007201,41051007201,Oregon,Multnomah County,-3.44513482498216,7.89078436748465,87344799.3508299,28808.5008382304,-0.936614816450743,132096818.89209,76330.1916159054
113,41,051,008600,86,41051008600,41051008600,Oregon,Multnomah County,4.34187465734649,8.91413885601193,5225807.20036526,16455.6457269265,2.43787346623285,13833315.0078125,15758.4505497125
114,41,051,008902,89.02,41051008902,41051008902,Oregon,Multnomah County,-0.393176641013656,7.68624457003191,29295324.2899191,39260.7199341615,-0.192196932258081,32503330.7626953,23785.5534583411
115,41,005,023902,239.02,41005023902,41005023902,Oregon,Clackamas County,,,,,,362704405.088867,119037.964523228
